timestamp,power
1749761968219,25.15
1749761968720,25.28
1749761969224,25.00
1749761969725,25.32
1749761970231,25.13
1749761970728,28.64
1749761971231,25.20
1749761971734,27.64
1749761972237,25.04
1749761972739,25.14
1749761973240,25.05
1749761973745,25.19
1749761974251,24.94
1749761974750,28.08
1749761975250,25.33
1749761975752,25.21
1749761976254,25.09
1749761976757,24.87
1749761977260,27.04
1749761977761,25.09
1749761978271,27.62
1749761978768,26.76
1749761979269,26.49
1749761979771,25.07
1749761980273,25.31
1749761980775,25.44
1749761981277,25.09
1749761981780,25.12
1749761982287,27.28
1749761982783,26.53
1749761983286,26.51
1749761983788,24.96
1749761984290,25.26
1749761984792,24.72
1749761985294,25.21
1749761985797,24.98
1749761986304,24.84
1749761986801,26.48
1749761987304,26.57
1749761987805,26.98
1749761988308,24.80
1749761988810,25.17
1749761989312,24.81
1749761989815,25.05
1749761990320,25.08
1749761990819,28.02
1749761991321,24.89
1749761991823,25.10
1749761992326,24.79
1749761992827,27.19
1749761993363,27.40
1749761993833,28.95
1749761994340,25.59
1749761994836,28.28
1749761995338,24.96
1749761995841,25.16
1749761996343,24.62
1749761996848,24.78
1749761997348,24.79
1749761997850,24.73
1749761998357,26.79
1749761998857,26.37
1749761999356,26.27
1749761999859,24.86
1749762000361,26.44
1749762000863,24.71
1749762001366,24.93
1749762001867,24.84
1749762002375,24.89
1749762002872,26.10
1749762003375,28.50
1749762003878,24.82
1749762004381,25.06
1749762004884,24.59
1749762005386,25.10
1749762005888,24.77
1749762006395,24.97
1749762006893,26.27
1749762007394,26.70
1749762007896,24.85
1749762008404,24.82
1749762008902,26.56
1749762009404,24.58
1749762009905,25.02
1749762010413,24.83
1749762010911,28.18
1749762011413,24.55
1749762011916,25.11
1749762012418,24.59
1749762012920,24.80
1749762013422,24.66
1749762013922,26.95
1749762014429,24.62
1749762014928,28.36
1749762015429,24.74
1749762015933,25.13
1749762016435,24.62
1749762016937,24.98
1749762017440,24.60
1749762017942,24.91
1749762018448,24.64
1749762018956,27.56
1749762019447,27.22
1749762019951,24.86
1749762020453,25.21
1749762020955,24.74
1749762021458,24.88
1749762021960,24.63
1749762022466,24.78
1749762022964,26.34
1749762023468,26.46
1749762023970,24.71
1749762024472,26.87
1749762024973,24.60
1749762025476,25.24
1749762025978,24.80
1749762026484,24.91
1749762026981,26.38
1749762027485,26.76
1749762027987,24.70
1749762028489,24.99
1749762028991,24.62
1749762029497,26.53
1749762029995,25.35
1749762030503,25.04
1749762030999,28.04
1749762031503,24.74
1749762032003,24.84
1749762032507,24.61
1749762033008,24.78
1749762033511,24.60
1749762034012,24.93
1749762034518,24.62
1749762035017,30.42
1749762035519,24.89
1749762036020,25.16
1749762036522,24.69
1749762037025,24.93
1749762037526,24.74
1749762038029,24.90
1749762038537,27.28
1749762039039,26.80
1749762039537,27.19
1749762040038,27.57
1749762040542,24.91
1749762041043,25.47
1749762041547,24.80
1749762042049,24.90
1749762042556,24.68
1749762043054,26.48
1749762043556,26.63
1749762044060,24.84
1749762044560,25.07
1749762045062,24.70
1749762045564,27.06
1749762046065,25.10
1749762046573,25.07
1749762047070,26.46
1749762047572,26.99
1749762048075,24.99
